,name,corner,opponent,event,outcome,method,Round,Time,Significant_strikes,Total_strikes,KDs,TDs,Sub_Atts,Reversals,Control_time,Sig_Str_head,Sig_Str_body,Sig_Str_leg,Sig_Str_distance,Sig_Str_clinch,Sig_Str_ground
2261,Paul Felder,blue,James Vick,UFC Fight Night: Ngannou vs. Velasquez,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,55 of 119,70 of 134,0,0 of 0,0,0,1:13,31 of 79,4 of 8,20 of 32,48 of 109,7 of 10,0 of 0
2262,Cortney Casey,red,Cynthia Calvillo,UFC Fight Night: Ngannou vs. Velasquez,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,73 of 176,73 of 177,0,0 of 0,0,0,0:00,41 of 136,6 of 8,26 of 32,72 of 175,1 of 1,0 of 0
2263,Cynthia Calvillo,blue,Cortney Casey,UFC Fight Night: Ngannou vs. Velasquez,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,82 of 192,82 of 192,0,0 of 6,0,0,0:58,41 of 139,17 of 24,24 of 29,79 of 186,3 of 6,0 of 0
2264,Alex Caceres,red,Kron Gracie,UFC Fight Night: Ngannou vs. Velasquez,L,Submission,ROUND: 1,TIME: 2:06,4 of 14,4 of 14,0,0 of 0,0,0,0:00,3 of 13,0 of 0,1 of 1,4 of 14,0 of 0,0 of 0
2265,Kron Gracie,blue,Alex Caceres,UFC Fight Night: Ngannou vs. Velasquez,W,Submission,ROUND: 1,TIME: 2:06,2 of 10,3 of 11,0,1 of 2,1,0,1:14,1 of 6,0 of 0,1 of 4,2 of 10,0 of 0,0 of 0
2266,Vicente Luque,red,Bryan Barberena,UFC Fight Night: Ngannou vs. Velasquez,W,KO/TKO,ROUND: 3,TIME: 4:54,163 of 241,164 of 242,1,0 of 0,2,1,0:41,132 of 209,17 of 17,14 of 15,140 of 216,16 of 17,7 of 8
2267,Bryan Barberena,blue,Vicente Luque,UFC Fight Night: Ngannou vs. Velasquez,L,KO/TKO,ROUND: 3,TIME: 4:54,169 of 355,195 of 382,1,0 of 1,0,0,0:31,146 of 324,16 of 23,7 of 8,147 of 319,14 of 21,8 of 15
2268,Andre Fili,red,Myles Jury,UFC Fight Night: Ngannou vs. Velasquez,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,98 of 226,98 of 226,0,0 of 0,0,0,0:00,65 of 179,9 of 16,24 of 31,98 of 226,0 of 0,0 of 0
2269,Myles Jury,blue,Andre Fili,UFC Fight Night: Ngannou vs. Velasquez,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,76 of 143,81 of 148,1,0 of 0,0,0,0:50,47 of 110,10 of 11,19 of 22,72 of 134,0 of 0,4 of 9
2270,Jimmie Rivera,red,Aljamain Sterling,UFC Fight Night: Ngannou vs. Velasquez,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,24 of 84,36 of 97,0,0 of 0,0,0,2:50,8 of 59,7 of 16,9 of 9,17 of 77,7 of 7,0 of 0
2271,Aljamain Sterling,blue,Jimmie Rivera,UFC Fight Night: Ngannou vs. Velasquez,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,101 of 176,129 of 206,0,0 of 7,0,0,2:45,36 of 96,39 of 51,26 of 29,77 of 146,23 of 29,1 of 1
2272,Benito Lopez,red,Manny Bermudez,UFC Fight Night: Ngannou vs. Velasquez,L,Submission,ROUND: 1,TIME: 3:09,7 of 12,11 of 16,0,0 of 0,0,0,0:59,3 of 8,0 of 0,4 of 4,2 of 6,5 of 6,0 of 0
2273,Manny Bermudez,blue,Benito Lopez,UFC Fight Night: Ngannou vs. Velasquez,W,Submission,ROUND: 1,TIME: 3:09,7 of 10,14 of 19,0,1 of 1,1,0,1:32,3 of 6,4 of 4,0 of 0,2 of 4,1 of 1,4 of 5
2274,Ashlee Evans-Smith,red,Andrea Lee,UFC Fight Night: Ngannou vs. Velasquez,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,66 of 225,71 of 230,0,2 of 10,0,0,0:36,38 of 178,20 of 36,8 of 11,56 of 214,8 of 9,2 of 2
2275,Andrea Lee,blue,Ashlee Evans-Smith,UFC Fight Night: Ngannou vs. Velasquez,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,111 of 209,118 of 216,0,0 of 2,0,0,1:25,47 of 132,34 of 46,30 of 31,98 of 190,11 of 17,2 of 2
2276,Scott Holtzman,red,Nik Lentz,UFC Fight Night: Ngannou vs. Velasquez,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,54 of 122,86 of 157,0,0 of 0,0,0,0:17,39 of 99,13 of 21,2 of 2,40 of 107,7 of 8,7 of 7
2277,Nik Lentz,blue,Scott Holtzman,UFC Fight Night: Ngannou vs. Velasquez,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,71 of 122,79 of 130,0,5 of 19,1,0,6:47,39 of 88,16 of 18,16 of 16,55 of 105,16 of 17,0 of 0
2278,Renan Barao,red,Luke Sanders,UFC Fight Night: Ngannou vs. Velasquez,L,KO/TKO,ROUND: 2,TIME: 1:01,40 of 78,41 of 79,0,0 of 0,0,0,0:00,10 of 33,27 of 41,3 of 4,34 of 72,6 of 6,0 of 0
2279,Luke Sanders,blue,Renan Barao,UFC Fight Night: Ngannou vs. Velasquez,W,KO/TKO,ROUND: 2,TIME: 1:01,39 of 75,41 of 78,1,0 of 1,0,0,0:17,26 of 58,6 of 8,7 of 9,34 of 70,2 of 2,3 of 3
2280,Aleksandra Albu,red,Emily Whitmire,UFC Fight Night: Ngannou vs. Velasquez,L,Submission,ROUND: 1,TIME: 1:01,2 of 5,2 of 6,0,0 of 0,0,0,0:00,2 of 5,0 of 0,0 of 0,2 of 5,0 of 0,0 of 0
2281,Emily Whitmire,blue,Aleksandra Albu,UFC Fight Night: Ngannou vs. Velasquez,W,Submission,ROUND: 1,TIME: 1:01,3 of 5,8 of 11,0,1 of 1,1,0,0:51,2 of 4,0 of 0,1 of 1,3 of 5,0 of 0,0 of 0
2282,Israel Adesanya,red,Anderson Silva,UFC 234: Adesanya vs. Silva,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,65 of 132,65 of 132,0,0 of 0,0,0,0:00,27 of 79,9 of 22,29 of 31,63 of 129,2 of 3,0 of 0
2283,Anderson Silva,blue,Israel Adesanya,UFC 234: Adesanya vs. Silva,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,31 of 72,34 of 75,0,0 of 0,0,0,0:00,16 of 49,8 of 12,7 of 11,26 of 67,5 of 5,0 of 0
2284,Lando Vannata,red,Marcos Mariano,UFC 234: Adesanya vs. Silva,W,Submission,ROUND: 1,TIME: 4:55,20 of 40,39 of 64,0,1 of 1,1,0,3:35,18 of 37,0 of 1,2 of 2,2 of 4,0 of 0,18 of 36
2285,Marcos Mariano,blue,Lando Vannata,UFC 234: Adesanya vs. Silva,L,Submission,ROUND: 1,TIME: 4:55,3 of 9,4 of 11,0,0 of 0,0,0,0:00,2 of 7,0 of 0,1 of 2,1 of 7,0 of 0,2 of 2
2286,Rani Yahya,red,Ricky Simon,UFC 234: Adesanya vs. Silva,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,47 of 186,52 of 195,0,0 of 9,0,0,0:00,29 of 159,10 of 14,8 of 13,47 of 186,0 of 0,0 of 0
2287,Ricky Simon,blue,Rani Yahya,UFC 234: Adesanya vs. Silva,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,54 of 137,66 of 150,2,4 of 5,0,0,3:50,40 of 116,9 of 16,5 of 5,38 of 114,0 of 0,16 of 23
2288,Montana De La Rosa,red,Nadia Kassem,UFC 234: Adesanya vs. Silva,W,Submission,ROUND: 2,TIME: 2:37,21 of 35,79 of 101,0,2 of 3,3,0,6:22,20 of 34,1 of 1,0 of 0,7 of 19,0 of 0,14 of 16
2289,Nadia Kassem,blue,Montana De La Rosa,UFC 234: Adesanya vs. Silva,L,Submission,ROUND: 2,TIME: 2:37,5 of 7,15 of 20,0,0 of 0,0,0,0:50,1 of 3,1 of 1,3 of 3,3 of 4,1 of 1,1 of 2
2290,Jimmy Crute,red,Sam Alvey,UFC 234: Adesanya vs. Silva,W,KO/TKO,ROUND: 1,TIME: 2:49,14 of 32,17 of 36,1,0 of 0,0,0,0:08,7 of 23,2 of 3,5 of 6,9 of 23,0 of 0,5 of 9
2291,Sam Alvey,blue,Jimmy Crute,UFC 234: Adesanya vs. Silva,L,KO/TKO,ROUND: 1,TIME: 2:49,3 of 14,3 of 14,0,0 of 1,0,0,0:00,3 of 14,0 of 0,0 of 0,3 of 14,0 of 0,0 of 0
2292,Devonte Smith,red,Dong Hyun Ma,UFC 234: Adesanya vs. Silva,W,KO/TKO,ROUND: 1,TIME: 3:53,19 of 43,19 of 43,1,0 of 0,0,0,0:02,14 of 34,1 of 4,4 of 5,15 of 38,0 of 0,4 of 5
2293,Dong Hyun Ma,blue,Devonte Smith,UFC 234: Adesanya vs. Silva,L,KO/TKO,ROUND: 1,TIME: 3:53,1 of 9,1 of 9,0,0 of 0,0,0,0:00,0 of 4,0 of 1,1 of 4,1 of 9,0 of 0,0 of 0
2294,Shane Young,red,Austin Arnett,UFC 234: Adesanya vs. Silva,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,120 of 308,121 of 309,1,0 of 2,0,0,0:16,69 of 237,32 of 46,19 of 25,119 of 307,1 of 1,0 of 0
2295,Austin Arnett,blue,Shane Young,UFC 234: Adesanya vs. Silva,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,77 of 209,78 of 210,0,0 of 0,0,0,0:00,72 of 201,3 of 6,2 of 2,76 of 208,1 of 1,0 of 0
2296,Kai Kara-France,red,Raulian Paiva,UFC 234: Adesanya vs. Silva,W,Decision - Split,ROUND: 3,TIME: 5:00,58 of 168,60 of 170,0,2 of 7,0,0,0:20,33 of 134,17 of 24,8 of 10,55 of 164,1 of 2,2 of 2
2297,Raulian Paiva,blue,Kai Kara-France,UFC 234: Adesanya vs. Silva,L,Decision - Split,ROUND: 3,TIME: 5:00,67 of 184,71 of 188,0,0 of 4,1,0,1:40,36 of 140,21 of 33,10 of 11,61 of 170,1 of 4,5 of 10
2298,Teruto Ishihara,red,Kyung Ho Kang,UFC 234: Adesanya vs. Silva,L,Submission,ROUND: 1,TIME: 3:59,17 of 47,18 of 48,1,0 of 0,0,0,0:12,12 of 36,1 of 5,4 of 6,11 of 35,6 of 10,0 of 2
2299,Kyung Ho Kang,blue,Teruto Ishihara,UFC 234: Adesanya vs. Silva,W,Submission,ROUND: 1,TIME: 3:59,26 of 58,30 of 62,1,1 of 1,1,0,1:14,19 of 46,7 of 12,0 of 0,15 of 40,11 of 18,0 of 0
2300,Callan Potter,red,Jalin Turner,UFC 234: Adesanya vs. Silva,L,KO/TKO,ROUND: 1,TIME: 0:53,3 of 4,3 of 4,0,0 of 1,0,0,0:00,1 of 2,0 of 0,2 of 2,3 of 4,0 of 0,0 of 0
2301,Jalin Turner,blue,Callan Potter,UFC 234: Adesanya vs. Silva,W,KO/TKO,ROUND: 1,TIME: 0:53,9 of 17,9 of 17,1,0 of 0,0,0,0:13,6 of 14,3 of 3,0 of 0,5 of 12,1 of 1,3 of 4
2302,Wuliji Buren,red,Jonathan Martinez,UFC 234: Adesanya vs. Silva,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,17 of 31,24 of 40,0,3 of 6,1,2,3:58,8 of 19,5 of 8,4 of 4,12 of 24,0 of 0,5 of 7
2303,Jonathan Martinez,blue,Wuliji Buren,UFC 234: Adesanya vs. Silva,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,47 of 87,63 of 110,0,1 of 2,0,1,7:24,27 of 55,5 of 9,15 of 23,18 of 46,4 of 5,25 of 36
2304,Raphael Assuncao,red,Marlon Moraes,UFC Fight Night: Assuncao vs. Moraes 2,L,Submission,ROUND: 1,TIME: 3:17,2 of 12,3 of 13,0,0 of 0,0,0,0:00,1 of 10,0 of 0,1 of 2,2 of 12,0 of 0,0 of 0
2305,Marlon Moraes,blue,Raphael Assuncao,UFC Fight Night: Assuncao vs. Moraes 2,W,Submission,ROUND: 1,TIME: 3:17,10 of 23,12 of 25,1,0 of 0,1,0,1:15,8 of 17,0 of 2,2 of 4,7 of 18,0 of 0,3 of 5
2306,Jose Aldo,red,Renato Moicano,UFC Fight Night: Assuncao vs. Moraes 2,W,KO/TKO,ROUND: 2,TIME: 0:44,26 of 50,26 of 50,0,0 of 0,0,0,0:00,18 of 36,6 of 9,2 of 5,19 of 43,7 of 7,0 of 0
2307,Renato Moicano,blue,Jose Aldo,UFC Fight Night: Assuncao vs. Moraes 2,L,KO/TKO,ROUND: 2,TIME: 0:44,24 of 53,24 of 53,0,0 of 0,0,0,0:00,17 of 40,1 of 4,6 of 9,24 of 53,0 of 0,0 of 0
2308,Demian Maia,red,Lyman Good,UFC Fight Night: Assuncao vs. Moraes 2,W,Submission,ROUND: 1,TIME: 2:38,0 of 1,8 of 9,0,2 of 4,2,0,2:11,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 0
2309,Lyman Good,blue,Demian Maia,UFC Fight Night: Assuncao vs. Moraes 2,L,Submission,ROUND: 1,TIME: 2:38,0 of 2,0 of 2,0,0 of 0,0,0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
2310,Charles Oliveira,red,David Teymur,UFC Fight Night: Assuncao vs. Moraes 2,W,Submission,ROUND: 2,TIME: 0:55,28 of 58,31 of 61,0,1 of 1,1,0,0:13,21 of 42,4 of 12,3 of 4,21 of 45,7 of 13,0 of 0
2311,David Teymur,blue,Charles Oliveira,UFC Fight Night: Assuncao vs. Moraes 2,L,Submission,ROUND: 2,TIME: 0:55,26 of 53,31 of 59,1,0 of 0,0,0,0:35,16 of 40,6 of 8,4 of 5,23 of 47,0 of 0,3 of 6
2312,Johnny Walker,red,Justin Ledet,UFC Fight Night: Assuncao vs. Moraes 2,W,KO/TKO,ROUND: 1,TIME: 0:15,7 of 8,7 of 8,1,0 of 0,0,0,0:04,6 of 7,0 of 0,1 of 1,4 of 4,0 of 0,3 of 4
2313,Justin Ledet,blue,Johnny Walker,UFC Fight Night: Assuncao vs. Moraes 2,L,KO/TKO,ROUND: 1,TIME: 0:15,0 of 4,0 of 4,0,0 of 0,0,0,0:00,0 of 4,0 of 0,0 of 0,0 of 4,0 of 0,0 of 0
2314,Livinha Souza,red,Sarah Frota,UFC Fight Night: Assuncao vs. Moraes 2,W,Decision - Split,ROUND: 3,TIME: 5:00,23 of 65,75 of 118,0,4 of 10,3,0,3:42,14 of 49,6 of 10,3 of 6,15 of 46,3 of 3,5 of 16
2315,Sarah Frota,blue,Livinha Souza,UFC Fight Night: Assuncao vs. Moraes 2,L,Decision - Split,ROUND: 3,TIME: 5:00,32 of 90,78 of 143,0,0 of 0,0,0,4:36,23 of 72,7 of 12,2 of 6,23 of 80,4 of 4,5 of 6
2316,Markus Perez,red,Anthony Hernandez,UFC Fight Night: Assuncao vs. Moraes 2,W,Submission,ROUND: 2,TIME: 1:07,16 of 32,19 of 35,0,1 of 7,1,0,2:39,9 of 24,5 of 6,2 of 2,12 of 23,4 of 9,0 of 0
2317,Anthony Hernandez,blue,Markus Perez,UFC Fight Night: Assuncao vs. Moraes 2,L,Submission,ROUND: 2,TIME: 1:07,17 of 35,21 of 39,0,0 of 0,0,0,0:38,15 of 32,0 of 1,2 of 2,6 of 19,11 of 16,0 of 0
2318,Mara Romero Borella,red,Taila Santos,UFC Fight Night: Assuncao vs. Moraes 2,W,Decision - Split,ROUND: 3,TIME: 5:00,29 of 83,84 of 140,0,2 of 5,0,0,5:56,14 of 64,7 of 9,8 of 10,15 of 62,5 of 9,9 of 12
2319,Taila Santos,blue,Mara Romero Borella,UFC Fight Night: Assuncao vs. Moraes 2,L,Decision - Split,ROUND: 3,TIME: 5:00,36 of 100,57 of 123,0,1 of 1,2,0,2:45,17 of 69,10 of 20,9 of 11,27 of 89,9 of 11,0 of 0
2320,Thiago Alves,red,Max Griffin,UFC Fight Night: Assuncao vs. Moraes 2,W,Decision - Split,ROUND: 3,TIME: 5:00,83 of 135,91 of 143,0,0 of 1,0,0,1:13,45 of 90,16 of 21,22 of 24,68 of 120,15 of 15,0 of 0
2321,Max Griffin,blue,Thiago Alves,UFC Fight Night: Assuncao vs. Moraes 2,L,Decision - Split,ROUND: 3,TIME: 5:00,112 of 154,117 of 159,1,2 of 4,0,1,3:38,77 of 115,35 of 39,0 of 0,76 of 108,36 of 44,0 of 2
2322,Junior Albini,red,Jairzinho Rozenstruik,UFC Fight Night: Assuncao vs. Moraes 2,L,KO/TKO,ROUND: 2,TIME: 0:54,18 of 27,26 of 35,0,2 of 6,0,0,3:07,7 of 16,3 of 3,8 of 8,15 of 22,1 of 2,2 of 3
2323,Jairzinho Rozenstruik,blue,Junior Albini,UFC Fight Night: Assuncao vs. Moraes 2,W,KO/TKO,ROUND: 2,TIME: 0:54,19 of 27,26 of 34,1,0 of 0,0,1,0:14,15 of 23,0 of 0,4 of 4,9 of 17,5 of 5,5 of 5
2324,Geraldo de Freitas,red,Felipe Colares,UFC Fight Night: Assuncao vs. Moraes 2,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,49 of 76,68 of 96,0,6 of 9,0,2,6:36,31 of 54,14 of 18,4 of 4,33 of 56,13 of 16,3 of 4
2325,Felipe Colares,blue,Geraldo de Freitas,UFC Fight Night: Assuncao vs. Moraes 2,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,21 of 51,28 of 60,0,3 of 8,0,0,4:12,11 of 36,6 of 8,4 of 7,12 of 39,8 of 9,1 of 3
2326,Ricardo Ramos,red,Said Nurmagomedov,UFC Fight Night: Assuncao vs. Moraes 2,L,KO/TKO,ROUND: 1,TIME: 2:28,2 of 8,2 of 8,0,0 of 0,0,0,0:00,1 of 5,1 of 2,0 of 1,2 of 8,0 of 0,0 of 0
2327,Said Nurmagomedov,blue,Ricardo Ramos,UFC Fight Night: Assuncao vs. Moraes 2,W,KO/TKO,ROUND: 1,TIME: 2:28,17 of 24,17 of 24,1,0 of 0,0,0,0:05,6 of 13,6 of 6,5 of 5,12 of 19,5 of 5,0 of 0
2328,Bibulatov Magomed,red,Rogerio Bontorin,UFC Fight Night: Assuncao vs. Moraes 2,L,Decision - Split,ROUND: 3,TIME: 5:00,58 of 98,66 of 107,0,4 of 8,0,0,2:16,21 of 57,35 of 39,2 of 2,41 of 78,14 of 16,3 of 4
2329,Rogerio Bontorin,blue,Bibulatov Magomed,UFC Fight Night: Assuncao vs. Moraes 2,W,Decision - Split,ROUND: 3,TIME: 5:00,40 of 77,52 of 89,0,1 of 3,2,1,2:58,27 of 62,11 of 12,2 of 3,33 of 70,6 of 6,1 of 1
2330,Henry Cejudo,red,TJ Dillashaw,UFC Fight Night: Cejudo vs. Dillashaw,W,KO/TKO,ROUND: 1,TIME: 0:32,18 of 23,18 of 23,1,0 of 0,0,0,0:00,17 of 22,1 of 1,0 of 0,3 of 6,0 of 0,15 of 17
2331,TJ Dillashaw,blue,Henry Cejudo,UFC Fight Night: Cejudo vs. Dillashaw,L,KO/TKO,ROUND: 1,TIME: 0:32,1 of 3,1 of 3,0,0 of 0,0,0,0:09,0 of 1,0 of 0,1 of 2,1 of 3,0 of 0,0 of 0
2332,Greg Hardy,red,Allen Crowder,UFC Fight Night: Cejudo vs. Dillashaw,L,DQ,ROUND: 2,TIME: 2:28,29 of 64,35 of 70,0,0 of 0,0,0,1:16,21 of 56,5 of 5,3 of 3,17 of 51,6 of 7,6 of 6
2333,Allen Crowder,blue,Greg Hardy,UFC Fight Night: Cejudo vs. Dillashaw,W,DQ,ROUND: 2,TIME: 2:28,12 of 30,16 of 34,0,1 of 3,1,0,2:22,12 of 30,0 of 0,0 of 0,8 of 25,1 of 2,3 of 3
2334,Gregor Gillespie,red,Yancy Medeiros,UFC Fight Night: Cejudo vs. Dillashaw,W,KO/TKO,ROUND: 2,TIME: 4:59,51 of 71,73 of 95,0,6 of 11,0,1,8:48,38 of 58,10 of 10,3 of 3,1 of 11,6 of 9,44 of 51
2335,Yancy Medeiros,blue,Gregor Gillespie,UFC Fight Night: Cejudo vs. Dillashaw,L,KO/TKO,ROUND: 2,TIME: 4:59,1 of 12,1 of 12,0,0 of 0,0,1,0:07,1 of 11,0 of 1,0 of 0,1 of 11,0 of 0,0 of 1
2336,Joseph Benavidez,red,Dustin Ortiz,UFC Fight Night: Cejudo vs. Dillashaw,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,21 of 50,37 of 72,1,7 of 12,0,2,6:50,7 of 30,6 of 8,8 of 12,20 of 44,0 of 2,1 of 4
2337,Dustin Ortiz,blue,Joseph Benavidez,UFC Fight Night: Cejudo vs. Dillashaw,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,49 of 87,93 of 136,0,3 of 8,0,1,3:03,21 of 54,28 of 32,0 of 1,20 of 55,22 of 23,7 of 9
2338,Paige VanZant,red,Rachael Ostovich,UFC Fight Night: Cejudo vs. Dillashaw,W,Submission,ROUND: 2,TIME: 1:50,17 of 27,38 of 56,0,0 of 1,2,0,4:32,13 of 23,1 of 1,3 of 3,5 of 13,0 of 0,12 of 14
2339,Rachael Ostovich,blue,Paige VanZant,UFC Fight Night: Cejudo vs. Dillashaw,L,Submission,ROUND: 2,TIME: 1:50,10 of 14,13 of 18,0,4 of 4,0,0,0:51,7 of 11,2 of 2,1 of 1,8 of 11,0 of 0,2 of 3
2340,Glover Teixeira,red,Karl Roberson,UFC Fight Night: Cejudo vs. Dillashaw,W,Submission,ROUND: 1,TIME: 3:21,6 of 11,20 of 26,0,1 of 3,1,0,1:46,6 of 11,0 of 0,0 of 0,0 of 3,0 of 0,6 of 8
2341,Karl Roberson,blue,Glover Teixeira,UFC Fight Night: Cejudo vs. Dillashaw,L,Submission,ROUND: 1,TIME: 3:21,24 of 30,29 of 35,1,0 of 0,0,0,0:42,22 of 28,2 of 2,0 of 0,1 of 3,6 of 6,17 of 21
2342,Alexander Hernandez,red,Donald Cerrone,UFC Fight Night: Cejudo vs. Dillashaw,L,KO/TKO,ROUND: 2,TIME: 3:43,49 of 105,54 of 110,0,0 of 2,0,0,0:22,20 of 59,25 of 42,4 of 4,32 of 82,17 of 23,0 of 0
2343,Donald Cerrone,blue,Alexander Hernandez,UFC Fight Night: Cejudo vs. Dillashaw,W,KO/TKO,ROUND: 2,TIME: 3:43,80 of 162,81 of 163,1,1 of 1,0,0,0:29,58 of 136,18 of 22,4 of 4,52 of 124,14 of 22,14 of 16
2344,Joanne Calderwood,red,Ariane Lipski,UFC Fight Night: Cejudo vs. Dillashaw,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,85 of 172,121 of 213,0,1 of 3,2,1,4:36,47 of 117,18 of 32,20 of 23,57 of 136,14 of 19,14 of 17
2345,Ariane Lipski,blue,Joanne Calderwood,UFC Fight Night: Cejudo vs. Dillashaw,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,53 of 154,69 of 171,0,1 of 1,0,0,3:18,29 of 115,19 of 26,5 of 13,42 of 140,10 of 13,1 of 1
2346,Alonzo Menifield,red,Vinicius Moreira,UFC Fight Night: Cejudo vs. Dillashaw,W,KO/TKO,ROUND: 1,TIME: 3:56,33 of 60,35 of 62,1,0 of 0,0,0,0:29,32 of 59,0 of 0,1 of 1,24 of 46,0 of 0,9 of 14
2347,Vinicius Moreira,blue,Alonzo Menifield,UFC Fight Night: Cejudo vs. Dillashaw,L,KO/TKO,ROUND: 1,TIME: 3:56,11 of 21,12 of 22,0,0 of 4,0,0,1:20,0 of 6,6 of 9,5 of 6,8 of 16,3 of 5,0 of 0
2348,Cory Sandhagen,red,Mario Bautista,UFC Fight Night: Cejudo vs. Dillashaw,W,Submission,ROUND: 1,TIME: 3:31,17 of 54,17 of 55,1,1 of 2,2,0,0:39,9 of 43,2 of 3,6 of 8,13 of 47,0 of 0,4 of 7
2349,Mario Bautista,blue,Cory Sandhagen,UFC Fight Night: Cejudo vs. Dillashaw,L,Submission,ROUND: 1,TIME: 3:31,9 of 30,10 of 32,0,1 of 1,0,0,0:54,4 of 22,3 of 4,2 of 4,9 of 29,0 of 1,0 of 0
2350,Dennis Bermudez,red,Te Edwards,UFC Fight Night: Cejudo vs. Dillashaw,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,63 of 122,83 of 147,0,5 of 9,2,0,0:42,42 of 96,12 of 13,9 of 13,27 of 64,3 of 10,33 of 48
2351,Te Edwards,blue,Dennis Bermudez,UFC Fight Night: Cejudo vs. Dillashaw,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,23 of 56,24 of 57,1,0 of 0,0,0,8:42,16 of 46,3 of 5,4 of 5,15 of 41,4 of 4,4 of 11
2352,Belal Muhammad,red,Geoff Neal,UFC Fight Night: Cejudo vs. Dillashaw,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,63 of 204,64 of 205,0,0 of 7,0,0,0:23,39 of 163,18 of 34,6 of 7,59 of 193,4 of 11,0 of 0
2353,Geoff Neal,blue,Belal Muhammad,UFC Fight Night: Cejudo vs. Dillashaw,W,Decision - Unanimous,ROUND: 3,TIME: 5:00,71 of 190,71 of 190,2,0 of 0,0,0,0:57,61 of 178,8 of 10,2 of 2,55 of 162,11 of 18,5 of 10
2354,Kyle Stewart,red,Chance Rencountre,UFC Fight Night: Cejudo vs. Dillashaw,L,Submission,ROUND: 1,TIME: 2:25,2 of 11,2 of 11,0,0 of 0,0,0,0:00,0 of 9,2 of 2,0 of 0,2 of 11,0 of 0,0 of 0
2355,Chance Rencountre,blue,Kyle Stewart,UFC Fight Night: Cejudo vs. Dillashaw,W,Submission,ROUND: 1,TIME: 2:25,6 of 9,13 of 22,0,2 of 3,1,0,1:59,5 of 8,0 of 0,1 of 1,4 of 7,0 of 0,2 of 2
2356,Jon Jones,red,Alexander Gustafsson,UFC 232: Jones vs. Gustafsson 2,W,KO/TKO,ROUND: 3,TIME: 2:02,59 of 102,63 of 106,0,1 of 5,0,0,1:29,26 of 52,15 of 22,18 of 28,40 of 81,7 of 8,12 of 13
2357,Alexander Gustafsson,blue,Jon Jones,UFC 232: Jones vs. Gustafsson 2,L,KO/TKO,ROUND: 3,TIME: 2:02,22 of 83,24 of 85,0,0 of 0,0,0,0:00,12 of 62,4 of 11,6 of 10,19 of 80,3 of 3,0 of 0
2358,Cristiane Justino,red,Amanda Nunes,UFC 232: Jones vs. Gustafsson 2,L,KO/TKO,ROUND: 1,TIME: 0:51,3 of 15,3 of 15,0,0 of 1,0,0,0:00,1 of 12,2 of 3,0 of 0,3 of 14,0 of 1,0 of 0
2359,Amanda Nunes,blue,Cristiane Justino,UFC 232: Jones vs. Gustafsson 2,W,KO/TKO,ROUND: 1,TIME: 0:51,13 of 21,13 of 21,2,0 of 0,0,0,0:01,12 of 20,0 of 0,1 of 1,12 of 19,1 of 2,0 of 0
2360,Carlos Condit,red,Michael Chiesa,UFC 232: Jones vs. Gustafsson 2,L,Submission,ROUND: 2,TIME: 0:56,5 of 24,20 of 39,0,0 of 0,1,1,0:18,2 of 18,2 of 5,1 of 1,2 of 18,2 of 4,1 of 2
2361,Michael Chiesa,blue,Carlos Condit,UFC 232: Jones vs. Gustafsson 2,W,Submission,ROUND: 2,TIME: 0:56,10 of 22,16 of 33,0,4 of 5,1,0,4:12,8 of 20,2 of 2,0 of 0,2 of 8,2 of 2,6 of 12
2362,Ilir Latifi,red,Corey Anderson,UFC 232: Jones vs. Gustafsson 2,L,Decision - Unanimous,ROUND: 3,TIME: 5:00,33 of 78,34 of 79,0,0 of 4,0,0,0:46,23 of 66,3 of 5,7 of 7,23 of 62,10 of 16,0 of 0
